frame,t,cx,cy,geo_cx,geo_cy,peak_x,peak_y,area,eq_radius,sigma_x,sigma_y,sigma_maj,sigma_min,orientation_deg,ellipticity,radius_mean,radius_std,radius_min,radius_max,boundary_roughness,circularity,perimeter,halo_area,halo_radius,core_flux,peak_intensity
388,15.52,1305.758076047723,644.3024791088301,1305.758147113594,644.3025812124974,1319,524,38664.0,110.93752043114216,50.47036644501182,61.24312065238799,61.59003014020254,50.04643747226838,100.47702427265754,0.1874263195139947,110.11954230143506,8.545289461703447,94.37081525032414,124.1139828055969,2.195400397110978,1.0294450555726817,687.0,11535.0,129.12688227791347,9859309.0,255.0
389,15.56,1301.817296740892,632.1403337558443,1301.8172983809313,632.1409592089839,1321,477,58861.0,136.87964863581476,61.3676194081548,76.7700778415598,77.29287002966203,60.7078397425,100.81230287295767,0.2145738705367951,135.86003523085108,12.11001038517788,115.6133210247769,156.8515878812059,2.7107451264999085,1.0482839296085533,840.0,12778.0,155.22418630106606,15009475.0,255.0
390,15.6,1302.6096573888076,642.9131463654332,1302.6097149974357,642.9132903509415,1308,502,54596.0,131.82733611087738,61.98651746843054,70.45640676116074,71.11660595339022,61.227950800499634,105.50026523787196,0.1390484686427753,131.13173549218737,7.665369075076678,115.5309099759189,144.6952508367106,3.095441107399818,1.0379814636715994,813.0,12835.0,150.21395303623848,13921962.0,255.0
391,15.64,1303.8269409993704,643.6161421077592,1303.8269916655886,643.6165801193798,1325,504,54113.0,131.24291550808928,61.78612580598232,70.03757032160172,70.65944356763215,61.073968541258125,105.26192087845936,0.13565738056229137,130.55235028771182,7.458185104407184,115.60175176381225,143.90988761075684,3.0290958012090257,1.0519603677118419,804.0,12605.0,149.34212336851934,13798768.0,255.0
392,15.68,1304.7481468745416,642.7913242623015,1304.7480959459708,642.7918846005616,1324,502,54489.0,131.6980918171124,61.838516290044545,70.48603227305468,71.13451564937036,61.09143578179919,105.24688768627992,0.14118434315451844,130.97858300877806,7.766120596188854,115.86892396621147,145.67702903650934,3.0955930455923166,0.9891725343325527,832.0,13161.0,149.82585367767993,13894634.0,255.0
393,15.72,1304.8763262932778,642.283541842826,1304.8763526503708,642.2839329854436,1314,500,54615.0,131.850272786702,61.74315279913891,70.77073610684963,71.44968051088173,60.956190510694576,105.28518997321191,0.14686545727225475,131.12098299930327,8.037974421501854,116.00344451605783,145.34382912168513,3.0036430915098284,0.9962437670245698,830.0,13392.0,149.8920437027689,13926784.0,255.0
394,15.76,1305.5292337118635,640.385877232774,1305.5293617329303,640.3861995331077,1313,498,55259.0,132.62535956833477,61.70361940958551,71.70482848779871,72.48447762682888,60.78585016164002,105.57641213173261,0.16139493375970482,131.83644883581613,8.802547045836018,115.47613377811912,146.12666686178727,2.9376524189539324,0.9725220738473772,845.0,13973.0,150.76925578205538,14090992.0,255.0
395,15.8,1306.4524246776546,639.459055998575,1306.4525071194262,639.4594463069104,1326,496,55482.0,132.89269771228618,61.625359679641264,72.09425588400299,72.88343072989709,60.68996796962038,105.36941159290518,0.16730088907951057,132.08397356998242,9.084485068281724,114.7121899860667,147.5776927868398,2.8560163816393715,0.9604677401224895,852.0,14161.0,150.8671567825463,14147860.0,255.0
396,15.84,1307.5429087057655,638.810143269237,1307.5428607408207,638.8105492291363,1323,496,55587.0,133.0183883652872,61.62501393003742,72.24631566529055,73.06234478042505,60.65530681047132,105.50626965785233,0.16981439628362205,132.19595034632482,9.224858717388722,114.28541371810772,147.65861385690025,2.8054282296472772,0.9292763940145238,867.0,14476.0,150.93117602821118,14174641.0,255.0
397,15.88,1308.5077541613052,638.6926942692198,1308.5077350759066,638.6933407946278,1334,495,55397.0,132.79086099925496,61.491719185800456,72.13281426532737,72.87221824418818,60.61364722925823,104.83127228570837,0.1682200886742955,131.970137756847,9.162677612255255,113.51892920541236,148.7551398916214,2.922390274461364,0.9368748458013995,862.0,14697.0,150.6992517402118,14126157.0,255.0
