frame,t,cx,cy,geo_cx,geo_cy,peak_x,peak_y,area,eq_radius,sigma_x,sigma_y,sigma_maj,sigma_min,orientation_deg,ellipticity,radius_mean,radius_std,radius_min,radius_max,boundary_roughness,circularity,perimeter,halo_area,halo_radius,core_flux,peak_intensity
3,0.12,1316.67224535149,631.5010196520791,1316.6726930400737,631.5022358201929,1318,497,46739.0,121.97329941566798,54.55363871148705,68.66575709486064,69.24173702051087,53.8206981416655,101.80532362918875,0.2227130563503531,120.96210431602049,11.260154966678014,102.60323732116031,138.39098722919792,2.5798167571998527,0.9678640634771437,779.0,16275.0,138.84675525728258,11918281.0,255.0
4,0.16,1316.5929701537943,631.3776689966213,1316.5932728905616,631.378202112646,1318,497,46766.0,122.00852485490985,54.547770949814584,68.71908010457973,69.29786050938367,53.810573448301824,101.81121196716478,0.22348867551235152,120.98057166338516,11.311380169821986,102.42313319716946,138.48702321009736,2.568151758545772,0.9251740579102643,797.0,16352.0,138.93617680435847,11925268.0,255.0
5,0.2,1316.5935163336835,631.2866651376917,1316.5937240719072,631.2868205510052,1318,497,47005.0,122.31989290409423,54.69488757767673,68.87955577491627,69.45442385788722,53.96301453267268,101.76779522724004,0.22304424203290463,121.27660966659734,11.306419093411154,102.4240688904825,138.64887742387648,2.530964932557231,0.9069990905597597,807.0,16379.0,139.35839207339927,11986243.0,255.0
6,0.24,1316.5896755660838,631.3288655845264,1316.590076222425,631.3295399053059,1335,496,47099.0,122.44213869975628,54.72720355946927,68.96603416333333,69.52811246147172,54.01131599213805,101.62564518101239,0.22317298600522406,121.40620716939912,11.314919096097608,103.42704857626923,138.92078222587998,2.5230497838791797,0.8976550777222552,812.0,16450.0,139.36712731199617,12010150.0,255.0
7,0.28,1316.645845846029,631.2644096342406,1316.646366297569,631.2649442111069,1319,496,47142.0,122.4980189818442,54.7802527596741,68.99158527861249,69.5875826725303,54.02113724704063,101.95725704638252,0.2236957346074694,121.45171290722296,11.372538249998973,101.92620971191072,138.96548270177058,2.6092263568290184,0.8831817048130707,819.0,16534.0,139.48935512434184,12021124.0,255.0
8,0.32,1316.5892870916157,631.2675605657122,1316.5897886950809,631.2683169785728,1334,496,47183.0,122.5512764511647,54.82227070899192,68.99459262236122,69.58093082073792,54.07614301089954,101.87993033194687,0.22283099157991326,121.49488901483156,11.339321492449344,102.94530036877842,138.95350284517423,2.6223462352164333,0.8463392823509301,837.0,16576.0,139.552992429093,12031560.0,255.0
9,0.36,1316.722472668575,631.1355034233392,1316.7229200033719,631.136095422743,1319,496,47452.0,122.90012497631251,55.061005724697004,69.08869240493304,69.68593581794639,54.30315017395976,102.0320848020315,0.22074447969205668,121.86141772977655,11.26068436680034,102.85110495222177,139.13270490219466,2.6419023758159597,0.8272732951155333,849.0,16822.0,139.809300582408,12100174.0,255.0
10,0.4,1316.7124463182531,631.1158562614442,1316.7129978726541,631.11647745224,1319,496,47477.0,122.93249556707059,55.0462686518165,69.15151087186538,69.75862264612873,54.27483500541194,102.09614069685179,0.22196234749735366,121.88323890140602,11.32653975207265,102.86591577272809,139.69423240873388,2.625805307001558,0.8455407846625999,840.0,16820.0,139.92764948963367,12106536.0,255.0
11,0.44,1316.66647856756,631.1622393603243,1316.6668561682775,631.1626766049733,1319,496,47493.0,122.95320827260576,55.07485550735293,69.13026702620341,69.72985713096213,54.31372342940225,102.04389039480863,0.22108368403231182,121.90900923918942,11.268801351968287,103.35308639072066,139.32405600412014,2.612717832207435,0.8438154560744036,841.0,16763.0,139.9508944725969,12110637.0,255.0
12,0.48,1316.5793450486024,631.0821502552778,1316.5799681301633,631.0829873778673,1318,496,47694.0,123.21311501479748,55.210856013540905,69.24262700734667,69.84248172754174,54.45004832655778,102.05363586619669,0.22038783588805522,122.17869082366823,11.235054916326733,103.96874795799869,139.39329654115525,2.5792800221520435,0.8514314533608833,839.0,16761.0,140.13544913887654,12161849.0,255.0
